City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
464,cabo san lucas,22.8909,-109.9124,20.03,70,68,2.58,MX,1674438996
465,makakilo city,21.3469,-158.0858,25.94,67,8,2.6,US,1674438997
466,palmer,42.1584,-72.3287,1.62,86,100,2.06,US,1674438844
467,dingle,10.9995,122.6711,26.03,84,100,6.28,PH,1674438997
468,toledo,39.8333,-4.0,2.95,60,0,3.07,ES,1674438819
469,mecca,21.4267,39.8261,22.01,76,0,1.49,SA,1674438805
470,lasa,46.6166,10.7002,-2.58,73,98,1.62,IT,1674438998
471,itarema,-2.9248,-39.9167,25.3,85,75,4.79,BR,1674438999
472,ponta delgada,37.7333,-25.6667,14.4,94,75,4.12,PT,1674438999
473,abalak,58.1286,68.5944,-11.38,97,100,3.11,RU,1674439000
474,college,64.8569,-147.8028,-27.82,98,16,1.14,US,1674439000
475,san patricio,28.017,-97.5169,16.58,38,0,4.19,US,1674439001
476,gosainganj,26.5833,82.3833,15.7,60,78,1.97,IN,1674439001
477,seoul,37.5683,126.9778,1.76,72,0,2.06,KR,1674438732
478,strezhevoy,60.7333,77.5889,-11.84,96,100,2.77,RU,1674439002
479,show low,34.2542,-110.0298,2.16,42,0,6.69,US,1674438888
480,champerico,14.3,-91.9167,25.91,74,4,3.1,GT,1674439003
481,green river,41.5286,-109.4662,-12.23,68,100,0.45,US,1674439003
482,constitucion,-35.3333,-72.4167,15.25,85,0,6.23,CL,1674439004
483,belle fourche,44.6714,-103.8522,2.81,76,100,4.49,US,1674439004
484,trelaze,47.45,-0.4667,1.14,87,100,3.09,FR,1674439005
485,kushmurun,52.4503,64.6311,-11.15,91,100,2.08,KZ,1674439005
486,singaparna,-7.3515,108.111,26.74,73,98,0.49,ID,1674439006
487,kaduqli,11.0167,29.7167,20.7,14,6,5.11,SD,1674439006
488,alihe,50.5667,123.7167,-31.16,83,100,1.79,CN,1674439007
489,la macarena,2.1837,-73.7849,23.81,69,100,0.97,CO,1674439008
490,los llanos de aridane,28.6585,-17.9182,16.86,80,100,9.26,ES,1674439008
491,tual,-5.6667,132.75,27.25,80,100,7.23,ID,1674439009
492,sakaraha,-22.9,44.5333,23.5,72,100,6.44,MG,1674439009
493,atambua,-9.1061,124.8925,26.77,67,93,0.42,ID,1674439010
494,bogdanovich,56.7803,62.0494,-11.32,91,65,4.44,RU,1674439010
495,alofi,-19.0595,-169.9187,30.94,66,12,5.14,NU,1674439011
496,arys,42.4252,68.795,-12.93,95,9,1.58,KZ,1674439011
497,sungaipenuh,-2.0833,101.3833,19.1,96,100,0.62,ID,1674439012
498,marsa matruh,31.3525,27.2453,14.33,73,0,0.87,EG,1674439012
499,tigil,57.8,158.6667,-23.68,88,26,1.88,RU,1674439013
500,roebourne,-20.7833,117.1333,31.82,47,20,1.64,AU,1674439013
501,shemursha,54.8866,47.5189,-11.73,92,100,1.95,RU,1674439014
502,maputo,-25.9653,32.5892,25.82,78,40,2.06,MZ,1674438732
503,saint-joseph,-21.3667,55.6167,23.21,86,100,1.24,RE,1674439014
504,svobodnyy,51.4,128.1333,-29.49,87,100,3.81,RU,1674439015
505,phayao,19.25,100.25,20.91,42,9,0.48,TH,1674439015
506,praya,14.9215,-23.5087,20.3,64,20,4.12,CV,1674439016
507,piacabucu,-10.4056,-36.4344,26.09,83,85,5.41,BR,1674439016
508,nishihara,26.1842,127.7558,20.81,91,75,2.06,JP,1674439017
509,lima,-12.0432,-77.0282,24.39,74,0,4.12,PE,1674438363
510,ewa beach,21.3156,-158.0072,27.97,58,0,6.69,US,1674438725
511,hualmay,-11.0964,-77.6139,21.67,80,100,4.07,PE,1674439008
512,kedrovyy,56.1667,91.8167,-17.77,75,100,4.08,RU,1674439018
513,bandarbeyla,9.4942,50.8122,22.98,73,55,6.42,SO,1674439019
514,gravdal,68.1214,13.5031,5.23,80,70,15.26,NO,1674439019
515,yar-sale,66.8333,70.8333,-7.77,95,100,4.17,RU,1674439020
516,tongliao,43.6125,122.2653,-21.61,31,32,7.85,CN,1674439020
517,naze,28.3667,129.4833,17.51,75,63,6.15,JP,1674439021
518,wattegama,6.7989,81.4808,22.98,90,92,1.63,LK,1674439021
519,ketchikan,55.3422,-131.6461,1.26,93,100,6.17,US,1674439018
520,mackay,-21.15,149.2,32.05,67,51,4.3,AU,1674439022
521,sitka,57.0531,-135.33,2.05,90,100,5.25,US,1674439023
522,englewood,39.6478,-104.9878,-0.2,67,99,1.86,US,1674439024
523,benjamin constant,-4.3831,-70.0311,24.07,98,99,0.82,BR,1674439024
524,itaituba,-4.2761,-55.9836,22.97,98,100,0.46,BR,1674439025
525,majene,-3.5403,118.9707,27.7,73,100,0.91,ID,1674439026
526,airai,-8.9266,125.4092,19.73,72,100,0.48,TL,1674439026
527,biak,-0.9131,122.8766,27.18,72,100,0.77,ID,1674439027
528,salvador,13.8333,-88.9167,21.7,75,5,0.71,SV,1674439028
529,nemuro,43.3236,145.575,-6.13,57,13,5.63,JP,1674439028
530,santa maria,-29.6842,-53.8069,24.61,65,0,1.03,BR,1674438876
531,novoorsk,51.381,58.9813,-10.64,78,100,2.87,RU,1674439029
532,tsiroanomandidy,-18.7667,46.0333,19.28,97,100,2.6,MG,1674439030
533,krasnoarmeysk,51.0239,45.6969,-13.07,90,95,1.77,RU,1674439031
534,bonfim,3.0833,-59.95,25.24,74,62,4.5,BR,1674439031
535,kokopo,-4.352,152.2633,29.61,63,100,2.51,PG,1674439032
536,moose factory,51.2585,-80.6094,-7.0,79,81,1.54,CA,1674439033
537,albacete,38.8333,-2.0,0.1,64,0,2.57,ES,1674439034
538,vestmanna,62.1564,-7.1664,5.51,87,100,4.63,FO,1674439034
539,isangel,-19.55,169.2667,30.06,84,40,1.03,VU,1674439035
540,dudinka,69.4058,86.1778,-31.27,99,54,2.07,RU,1674439035
541,puerto maldonado,-12.6,-69.1833,23.61,89,9,1.33,PE,1674439036
542,sturgis,41.7992,-85.4192,-0.11,100,100,1.54,US,1674439037
543,inverell,-29.7833,151.1167,27.31,45,71,1.79,AU,1674439037
544,magugu,-4.0167,35.7667,18.27,87,100,0.94,TZ,1674439038
545,samut sakhon,13.5833,100.3,25.57,38,6,2.68,TH,1674439039
546,sao joao da barra,-21.6403,-41.0511,23.73,91,98,1.2,BR,1674439039
547,harer,9.3094,42.1258,12.83,57,39,0.89,ET,1674439040
548,lebu,-37.6167,-73.65,14.9,92,2,4.59,CL,1674439040
549,xacmaz,41.4635,48.806,2.35,78,6,1.42,AZ,1674439041
550,zhangye,38.9342,100.4517,-15.36,57,100,5.12,CN,1674439042
551,nueva loja,0.0847,-76.8828,22.82,82,73,1.01,EC,1674439042
552,matagami,49.7502,-77.6328,-3.94,93,100,2.06,CA,1674439044
553,esik,43.3552,77.4525,-18.32,61,34,3.74,KZ,1674439046
554,zarautz,43.2844,-2.1699,5.41,75,100,2.69,ES,1674439047
555,flinders,-34.5833,150.8552,22.36,64,55,3.39,AU,1674439047
556,loudi,27.7344,111.9944,6.7,78,100,2.65,CN,1674439048
557,pombia,45.653,8.6336,2.79,74,0,2.06,IT,1674439049
558,umm lajj,25.0213,37.2685,20.46,57,37,3.66,SA,1674439049
559,surt,31.2089,16.5887,13.54,33,0,2.82,LY,1674439050
560,karratha,-20.7377,116.8463,31.59,48,49,1.32,AU,1674439050
561,ulverstone,-41.15,146.1667,21.79,65,14,3.83,AU,1674438853
562,camopi,3.1655,-52.3158,21.38,99,100,1.05,GF,1674439051
563,saint-pierre,-21.3393,55.4781,23.82,83,75,2.57,RE,1674439052
564,malartic,48.1335,-78.1328,-2.94,98,74,1.36,CA,1674439052
565,yenangyaung,20.4667,94.8833,20.54,44,35,2.39,MM,1674439053
566,prado,-17.3411,-39.2208,25.19,90,100,4.8,BR,1674439053
567,tayu,-6.5397,111.0518,26.75,83,100,0.37,ID,1674439054
568,arlit,18.7369,7.3853,20.15,13,0,2.6,NE,1674439054
569,quelimane,-17.8786,36.8883,27.97,78,75,2.57,MZ,1674439055
570,vanimo,-2.6741,141.3028,27.6,79,96,0.44,PG,1674439055
571,kobayashi,31.9833,130.9833,10.43,97,99,1.14,JP,1674439056
572,tacuarembo,-31.7333,-55.9833,25.01,46,0,5.94,UY,1674438926
573,solnechnyy,50.7214,136.6319,-28.21,94,95,1.97,RU,1674439056
574,ipixuna,-1.7625,-48.8043,22.77,98,61,1.63,BR,1674439057
575,kenora,49.8167,-94.4337,-9.46,92,40,5.14,CA,1674439057
576,talaya,61.3833,152.75,-30.81,94,100,3.37,RU,1674439058
577,kiunga,-6.1219,141.2906,27.61,74,99,1.0,PG,1674439058
